participant,muscle,nmes,trial,session,condition,event_out,left,right,img_emo,img_oasis,Are you finished?,base_mood,Interested,Distressed,Excited,Upset,Strong,Guilty,Scared,Hostile,Enthusiastic,Proud,Irritable,Alert,Ashamed,Inspired,Nervous,Determined,Attentive,Jittery,Active,Afraid,muscle_order_n,Notes for Experiment,Notes DAO,Notes ZM,height,weight,age,sex,ethnicity,education,prior_exp,reason,reason_open,worried,excited,TAS_1,TAS_2,TAS_3,TAS_4,TAS_5,TAS_6,TAS_7,TAS_8,TAS_9,TAS_10,TAS_11,TAS_12,TAS_13,TAS_14,TAS_15,TAS_16,TAS_17,TAS_18,TAS_19,TAS_20,BMI,TAS_total,left_ma,right_ma,nmes_int,neg_affect,pos_affect,corrected_AU12_r,corrected_AU15_r,image,fnmes,valence,arousal,discomfort,image_present
16,dao,100,22,1,1,129,700,650,neu,images\Cups_1.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,35,32.5,33.75,14,24,0,0.06240963855421686,neutral,dao 100,NA,NA,NA,1
16,dao,100,27,1,1,129,700,650,neu,images\Sidewalk_3.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,35,32.5,33.75,14,24,0,0.07240963855421688,neutral,dao 100,44.63759184068059,NA,NA,1
16,dao,100,3,1,1,65,700,650,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,35,32.5,33.75,14,24,0,0.060843373493975894,none,dao 100,90.55793213457076,NA,NA,0
16,dao,100,3,1,1,65,700,650,0,images\blank.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,35,32.5,33.75,14,24,0,0.060843373493975894,none,dao 100,NA,NA,13.596046017014697,0
16,dao,50,10,1,2,66,350,325,0,images\blank.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,0.014629948364888132,none,dao 50,NA,NA,NA,0
16,dao,50,13,1,2,66,350,325,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,0.03803786574870912,none,dao 50,95.61823279195669,1.2096384377416836,0,0
16,dao,50,26,1,2,130,350,325,neu,images\Skyscraper_1.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,0.06530120481927709,neutral,dao 50,54.00292440061871,30.967227378190252,NA,1
16,dao,50,33,1,2,130,350,325,neu,images\Office_supplies_2.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,0.050086058519793454,neutral,dao 50,50.679741879350345,0,0,1
16,dao,50,35,1,2,130,350,325,neu,images\Socks_1.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,0.024199655765920827,neutral,dao 50,NA,NA,0,1
16,dao,50,7,1,2,66,350,325,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,17.5,16.25,16.875,14,24,0,-0.02578313253012048,none,dao 50,82.40102958236659,NA,NA,0
16,zm,0,71,2,3,44,0,0,pos,images\Beach_1.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,0,0,0,14,24,0,0.03686746987951806,congruent emotion,off,58.30795630317092,NA,NA,1
16,zm,100,49,2,1,20,550,600,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,27.5,30,28.75,14,24,0.21180722891566264,-0.4735456110154905,none,zm 100,86.85711523588553,30.287485498839903,30.13643174787316,0
16,zm,100,57,2,1,20,550,600,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,27.5,30,28.75,14,24,0.18277108433734937,-0.38364888123924257,none,zm 100,66.54038573085846,27.56851798143851,24.01875483372003,0
16,zm,100,69,2,1,42,550,600,pos,images\Dog_12.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,27.5,30,28.75,14,24,0.2781927710843373,-0.5144750430292598,congruent emotion,zm 100,100,89.27397525135343,9.291014114462492,1
16,zm,50,53,2,2,21,275,300,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,13.75,15,14.375,14,24,0,0.0553012048192771,none,zm 50,51.51053750966744,0,0,0
16,zm,50,58,2,2,21,275,300,0,images\blank.jpg,NA,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,13.75,15,14.375,14,24,0,-0.1457142857142857,none,zm 50,83.60945959010054,15.635271655065742,NA,0
16,zm,50,59,2,2,21,275,300,0,images\blank.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,13.75,15,14.375,14,24,0,0.04903614457831325,none,zm 50,NA,NA,0,0
16,zm,50,62,2,2,21,275,300,0,images\blank.jpg,Yes,90.10416666666669,4,1,4,1,2,1,2,1,3,2,1,3,1,1,3,1,3,2,1,1,0-1,NA,"Fairly easy, had to rework the left side not as active as the left. Even the participant initially reported it didn't feel like it was going down - so we reworked it and they agree they both feel the same","No issues, said it felt like a smile",160,85,19,Female,White,Vocational or Similar,No,NA,NA,14,40,3,3,1,4,2,2,2,2,2,2,2,1,1,2,3,3,2,4,3,3,33.20312499999999,47,13.75,15,14.375,14,24,0,0.030998278829604126,none,zm 50,NA,NA,NA,0
17,dao,0,56,2,3,67,0,0,0,images\blank.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,-0.04285714285714286,0.018571428571428565,none,off,NA,0,0,0
17,dao,0,62,2,3,67,0,0,0,images\blank.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,0.03903614457831326,-0.03204819277108433,none,off,NA,NA,NA,0
17,dao,0,63,2,3,67,0,0,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,-0.28151462994836485,0.0670223752151463,none,off,60.04507443928848,NA,NA,0
17,dao,0,68,2,3,131,0,0,neu,images\Sidewalk_6.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,-0.036488812392426864,0.04879518072289159,neutral,off,NA,3.2488640757927287,0,1
17,dao,100,54,2,1,65,500,475,0,images\blank.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,25,23.75,24.375,12,39,0,0.10566265060240963,none,dao 100,NA,NA,NA,0
17,dao,100,57,2,1,65,500,475,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,25,23.75,24.375,12,39,0,0.04573149741824441,none,dao 100,54.38055877803558,3.626498453209592,47.35655935808198,0
17,dao,50,52,2,2,66,250,237.5,0,images\blank.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,12.5,11.875,12.1875,12,39,0,-0.20218588640275387,none,dao 50,NA,8.686799110595512,0,0
17,dao,50,58,2,2,66,250,237.5,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,12.5,11.875,12.1875,12,39,-0.03428571428571429,0.038072289156626506,none,dao 50,57.93032192575406,4.60834783449342,NA,0
17,dao,50,67,2,2,130,250,237.5,neu,images\Office_supplies_2.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,12.5,11.875,12.1875,12,39,0,-0.06614457831325302,neutral,dao 50,NA,NA,1.738326566125287,1
17,dao,50,69,2,2,133,250,237.5,neg,images\Car_accident_2.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,12.5,11.875,12.1875,12,39,3.6144578313253056e-4,0.053253012048192765,congruent emotion,dao 50,62.53746133023975,0,2.0404340680587776,1
17,zm,0,1,1,3,22,0,0,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,0.013132530120481926,-0.29409638554216866,none,off,74.92386890951276,44.78864559164733,0,0
17,zm,0,18,1,3,44,0,0,pos,images\Beach_1.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,0.004578313253012043,0.06518072289156626,congruent emotion,off,83.00524458623357,0,NA,1
17,zm,0,19,1,3,44,0,0,pos,images\Beach_1.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,-0.014285714285714285,0.06180722891566265,congruent emotion,off,NA,NA,0,1
17,zm,0,23,1,3,44,0,0,pos,images\Beach_7.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,0,0.07323580034423408,congruent emotion,off,79.30442768754834,NA,NA,1
17,zm,0,3,1,3,22,0,0,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,0,0,0,12,39,-0.04142857142857143,0.00831325301204821,none,off,79.90864269141531,NA,NA,0
17,zm,100,11,1,1,20,550,400,0,images\blank.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.21289156626506026,-0.3934939759036144,none,zm 100,NA,NA,13.596046017014697,0
17,zm,100,17,1,1,42,550,400,pos,images\Sunset_3.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.11686746987951808,-0.7630808950086058,congruent emotion,zm 100,90.93556651198762,63.29273008507348,16.390540409899458,1
17,zm,100,2,1,1,20,550,400,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.17137693631669537,-0.04239242685025816,none,zm 100,79.45548143851508,47.35655935808198,NA,0
17,zm,100,22,1,1,42,550,400,pos,images\Wedding_4.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.30168674698795184,-0.6296729776247849,congruent emotion,zm 100,83.00524458623357,45.77049497293117,NA,1
17,zm,100,26,1,1,39,550,400,neu,images\Keyboard_1.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.1891566265060241,-0.15339070567986224,neutral,zm 100,76.13229891724671,33.45961426914153,NA,1
17,zm,100,30,1,1,39,550,400,neu,images\Fence_2.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.23253012048192773,-0.23258175559380373,neutral,zm 100,NA,NA,NA,1
17,zm,100,33,1,1,42,550,400,pos,images\Dog_6.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,27.5,20,23.75,12,39,0.19397590361445782,-0.6504819277108433,congruent emotion,zm 100,90.406878383604,24.32086233565352,12.840777262180977,1
17,zm,50,10,1,2,21,275,200,0,images\blank.jpg,None,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,13.75,10,11.875,12,39,0.004578313253012045,0.07141135972461272,none,zm 50,NA,NA,NA,0
17,zm,50,31,1,2,43,275,200,pos,images\Cat_5.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,13.75,10,11.875,12,39,0,0.007934595524956973,congruent emotion,zm 50,100,NA,NA,1
17,zm,50,32,1,2,43,275,200,pos,images\Cat_5.jpg,Yes,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,13.75,10,11.875,12,39,0,-0.0566092943201377,congruent emotion,zm 50,NA,21.601894818252127,4.381767208043308,1
17,zm,50,7,1,2,21,275,200,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,13.75,10,11.875,12,39,0,0.04798623063683304,none,zm 50,82.02339520494972,NA,NA,0
17,zm,50,9,1,2,21,275,200,0,images\blank.jpg,NA,83.85416666666667,5,1,4,1,2,1,1,1,5,3,2,4,1,5,2,3,4,1,4,1,1-0,Was talking while answeing questions.,No issues,The left side is stronger as it kept hitting eye so electrodes were positioned in a different area.,160,60,18,Female,White,Some University but no degree,No,NA,NA,0,68,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,4,3,3,2,23.437499999999996,44,13.75,10,11.875,12,39,-0.05714285714285715,-0.00098106712564542415,none,zm 50,87.08369586233566,17.825551044083525,0,0
18,dao,0,10,1,3,67,0,0,0,images\blank.jpg,No,66.66666666666666,3,1,2,1,2,1,1,1,3,1,2,3,1,2,1,2,4,2,3,1,0-1,no issues. But accidently ran dao block twice. Reject,"No issues, worked first time","Nice weak smile, had to adjust both positioning and voltage to avoid eye and tooth.",180,74,21,Male,White,Some University but no degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.839506172839506,NA,0,0,0,12,25,0,-0.1246815834767642,none,off,NA,NA,NA,0
18,dao,0,13,1,3,67,0,0,0,images\blank.jpg,NA,66.66666666666666,3,1,2,1,2,1,1,1,3,1,2,3,1,2,1,2,4,2,3,1,0-1,no issues. But accidently ran dao block twice. Reject,"No issues, worked first time","Nice weak smile, had to adjust both positioning and voltage to avoid eye and tooth.",180,74,21,Male,White,Some University but no degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.839506172839506,NA,0,0,0,12,25,0,0.049999999999999996,none,off,77.18967517401391,13.822626643464808,0,0
18,dao,0,30,1,3,131,0,0,neu,images\Roofing_2.jpg,NA,66.66666666666666,3,1,2,1,2,1,1,1,3,1,2,3,1,2,1,2,4,2,3,1,0-1,no issues. But accidently ran dao block twice. Reject,"No issues, worked first time","Nice weak smile, had to adjust both positioning and voltage to avoid eye and tooth.",180,74,21,Male,White,Some University but no degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.839506172839506,NA,0,0,0,12,25,0,-0.09261617900172113,neutral,off,72.58253576952823,13.067357888631086,NA,1
